review_row_id,id,company_name,text_content,sentence_id,sentence_text,original_text
92,42,RHB Bank Berhad,review_body_text,9,"Everyone worked together towards common goals, and the management valued hard work and integrity.","What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning."
92,42,RHB Bank Berhad,review_body_text,10,What is a typical day like for you at the company?,"What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning."
92,42,RHB Bank Berhad,review_body_text,11,"Every day was focused on serving clients, achieving sales goals, and supporting the team.","What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning."
92,42,RHB Bank Berhad,review_body_text,12,It was a busy but enjoyable routine that kept me motivated and constantly learning.,"What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning."
93,43,Public-Bank-Berhad,review_title,1,"Very heavy workloads, no work life balance & toxic management","Very heavy workloads, no work life balance & toxic management"
94,43,Public-Bank-Berhad,review_body_text,1,'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations,"'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness."
94,43,Public-Bank-Berhad,review_body_text,2,"My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team.","'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness."
94,43,Public-Bank-Berhad,review_body_text,3,Your workload will be increased without letting you know in advance or without asking your permission to do so.,"'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness."
94,43,Public-Bank-Berhad,review_body_text,4,Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day),"'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness."
94,43,Public-Bank-Berhad,review_body_text,5,"Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads.","'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness."
94,43,Public-Bank-Berhad,review_body_text,6,"My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way.","'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness."
94,43,Public-Bank-Berhad,review_body_text,7,"My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang).","'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness."
94,43,Public-Bank-Berhad,review_body_text,8,My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness.,"'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness."
95,43,Public-Bank-Berhad,pros_text,1,"Very Good Salary, Training","Very Good Salary, Training"
96,43,Public-Bank-Berhad,cons_text,1,"No work life balance, toxic & poor management","No work life balance, toxic & poor management"
97,44,Ocbc,review_title,1,"Stressful, Unfair","Stressful, Unfair"
98,44,Ocbc,review_body_text,1,The O & T dept employees made me too shame to work together.,"The O & T dept employees made me too shame to work together. They took advantage to bully me and asked me to leave the company, other colleagues she treated well. Whenever I had a problem in my works, they asked me to solve it myself. I felt stress and harmful to continue my job, lastly I suggested to leave the organization."
98,44,Ocbc,review_body_text,2,"They took advantage to bully me and asked me to leave the company, other colleagues she treated well.","The O & T dept employees made me too shame to work together. They took advantage to bully me and asked me to leave the company, other colleagues she treated well. Whenever I had a problem in my works, they asked me to solve it myself. I felt stress and harmful to continue my job, lastly I suggested to leave the organization."
98,44,Ocbc,review_body_text,3,"Whenever I had a problem in my works, they asked me to solve it myself.","The O & T dept employees made me too shame to work together. They took advantage to bully me and asked me to leave the company, other colleagues she treated well. Whenever I had a problem in my works, they asked me to solve it myself. I felt stress and harmful to continue my job, lastly I suggested to leave the organization."
98,44,Ocbc,review_body_text,4,"I felt stress and harmful to continue my job, lastly I suggested to leave the organization.","The O & T dept employees made me too shame to work together. They took advantage to bully me and asked me to leave the company, other colleagues she treated well. Whenever I had a problem in my works, they asked me to solve it myself. I felt stress and harmful to continue my job, lastly I suggested to leave the organization."
99,44,Ocbc,cons_text,1,"Shame, unfair, hurting, unhumanity","Shame, unfair, hurting, unhumanity"
100,45,maybank,review_title,1,Perfect for learning,Perfect for learning
101,45,maybank,review_body_text,1,A great place to learn and grow as an intern.,"A great place to learn and grow as an intern. The environment is supportive, with great leaders and amazing teammates who are always willing to help. There’s a good work-life balance, especially with the weekly work-from-home option. Things can get a bit hectic during system changes, but overall it’s a valuable and enjoyable learning experience."
101,45,maybank,review_body_text,2,"The environment is supportive, with great leaders and amazing teammates who are always willing to help.","A great place to learn and grow as an intern. The environment is supportive, with great leaders and amazing teammates who are always willing to help. There’s a good work-life balance, especially with the weekly work-from-home option. Things can get a bit hectic during system changes, but overall it’s a valuable and enjoyable learning experience."
101,45,maybank,review_body_text,3,"There’s a good work-life balance, especially with the weekly work-from-home option.","A great place to learn and grow as an intern. The environment is supportive, with great leaders and amazing teammates who are always willing to help. There’s a good work-life balance, especially with the weekly work-from-home option. Things can get a bit hectic during system changes, but overall it’s a valuable and enjoyable learning experience."
101,45,maybank,review_body_text,4,"Things can get a bit hectic during system changes, but overall it’s a valuable and enjoyable learning experience.","A great place to learn and grow as an intern. The environment is supportive, with great leaders and amazing teammates who are always willing to help. There’s a good work-life balance, especially with the weekly work-from-home option. Things can get a bit hectic during system changes, but overall it’s a valuable and enjoyable learning experience."
102,46,Cimb-Group,review_title,1,Good workplace,Good workplace
103,46,Cimb-Group,review_body_text,1,"Outpatient, dental, optical, health check-up coverage, travelling claim","1) Outpatient, dental, optical, health check-up coverage, travelling claim 2) Maternity leave six months. 3) Bosses are good. 4) KPI is very agile, adjustable."
103,46,Cimb-Group,review_body_text,2,Maternity leave six months.,"1) Outpatient, dental, optical, health check-up coverage, travelling claim 2) Maternity leave six months. 3) Bosses are good. 4) KPI is very agile, adjustable."
103,46,Cimb-Group,review_body_text,3,Bosses are good.,"1) Outpatient, dental, optical, health check-up coverage, travelling claim 2) Maternity leave six months. 3) Bosses are good. 4) KPI is very agile, adjustable."
103,46,Cimb-Group,review_body_text,4,"KPI is very agile, adjustable.","1) Outpatient, dental, optical, health check-up coverage, travelling claim 2) Maternity leave six months. 3) Bosses are good. 4) KPI is very agile, adjustable."
104,47,maybank,review_title,1,very good experience because can learn about work environment,very good experience because can learn about work environment
105,47,maybank,review_body_text,1,What is the best part of working at the company?,What is the best part of working at the company? friendly staff and good environment. What is the most stressful part about working at the company? stress if there is any accidental mistake that we didn't notice and need to re do whole thing.
105,47,maybank,review_body_text,2,friendly staff and good environment.,What is the best part of working at the company? friendly staff and good environment. What is the most stressful part about working at the company? stress if there is any accidental mistake that we didn't notice and need to re do whole thing.
105,47,maybank,review_body_text,3,What is the most stressful part about working at the company?,What is the best part of working at the company? friendly staff and good environment. What is the most stressful part about working at the company? stress if there is any accidental mistake that we didn't notice and need to re do whole thing.
105,47,maybank,review_body_text,4,stress if there is any accidental mistake that we didn't notice and need to re do whole thing.,What is the best part of working at the company? friendly staff and good environment. What is the most stressful part about working at the company? stress if there is any accidental mistake that we didn't notice and need to re do whole thing.
106,48,bank islam,review_title,1,An All-rounder benefits kind of company.,An All-rounder benefits kind of company. Work-life balance on top!
106,48,bank islam,review_title,2,Work-life balance on top!,An All-rounder benefits kind of company. Work-life balance on top!
107,48,bank islam,review_body_text,1,The best working place for intern.,"The best working place for intern. The allowance are great. All colleagues, team leaders and seniors are all great. The work-life balance here is to die for. One in a million."
107,48,bank islam,review_body_text,2,The allowance are great.,"The best working place for intern. The allowance are great. All colleagues, team leaders and seniors are all great. The work-life balance here is to die for. One in a million."
107,48,bank islam,review_body_text,3,"All colleagues, team leaders and seniors are all great.","The best working place for intern. The allowance are great. All colleagues, team leaders and seniors are all great. The work-life balance here is to die for. One in a million."
107,48,bank islam,review_body_text,4,The work-life balance here is to die for.,"The best working place for intern. The allowance are great. All colleagues, team leaders and seniors are all great. The work-life balance here is to die for. One in a million."
107,48,bank islam,review_body_text,5,One in a million.,"The best working place for intern. The allowance are great. All colleagues, team leaders and seniors are all great. The work-life balance here is to die for. One in a million."
108,49,United Overseas Bank,review_title,1,Good benefit but high volume,Good benefit but high volume
109,49,United Overseas Bank,review_body_text,1,"A lot of parties or events, good for extrovert but not a good thing for introverts.","A lot of parties or events, good for extrovert but not a good thing for introverts. Still a lot of manual work and very volume based KPI. Team lead quality is average. Good benefits like flexcare."
109,49,United Overseas Bank,review_body_text,2,Still a lot of manual work and very volume based KPI.,"A lot of parties or events, good for extrovert but not a good thing for introverts. Still a lot of manual work and very volume based KPI. Team lead quality is average. Good benefits like flexcare."
109,49,United Overseas Bank,review_body_text,3,Team lead quality is average.,"A lot of parties or events, good for extrovert but not a good thing for introverts. Still a lot of manual work and very volume based KPI. Team lead quality is average. Good benefits like flexcare."
109,49,United Overseas Bank,review_body_text,4,Good benefits like flexcare.,"A lot of parties or events, good for extrovert but not a good thing for introverts. Still a lot of manual work and very volume based KPI. Team lead quality is average. Good benefits like flexcare."
111,50,HSBC,review_body_text,1,"limited support and some bias in how situations are handled, especially concerning differences in religion.","limited support and some bias in how situations are handled, especially concerning differences in religion. At times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it. For personal growth, it would help if staff are encouraged to practice discipline and self-development. Additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals. Clearer, fairer systems would build more trust and motivation among the team. Career growth no unless you are chinese"
111,50,HSBC,review_body_text,2,"At times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it.","limited support and some bias in how situations are handled, especially concerning differences in religion. At times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it. For personal growth, it would help if staff are encouraged to practice discipline and self-development. Additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals. Clearer, fairer systems would build more trust and motivation among the team. Career growth no unless you are chinese"
111,50,HSBC,review_body_text,3,"For personal growth, it would help if staff are encouraged to practice discipline and self-development.","limited support and some bias in how situations are handled, especially concerning differences in religion. At times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it. For personal growth, it would help if staff are encouraged to practice discipline and self-development. Additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals. Clearer, fairer systems would build more trust and motivation among the team. Career growth no unless you are chinese"
111,50,HSBC,review_body_text,4,"Additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals.","limited support and some bias in how situations are handled, especially concerning differences in religion. At times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it. For personal growth, it would help if staff are encouraged to practice discipline and self-development. Additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals. Clearer, fairer systems would build more trust and motivation among the team. Career growth no unless you are chinese"
111,50,HSBC,review_body_text,5,"Clearer, fairer systems would build more trust and motivation among the team.","limited support and some bias in how situations are handled, especially concerning differences in religion. At times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it. For personal growth, it would help if staff are encouraged to practice discipline and self-development. Additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals. Clearer, fairer systems would build more trust and motivation among the team. Career growth no unless you are chinese"
111,50,HSBC,review_body_text,6,Career growth no unless you are chinese,"limited support and some bias in how situations are handled, especially concerning differences in religion. At times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it. For personal growth, it would help if staff are encouraged to practice discipline and self-development. Additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals. Clearer, fairer systems would build more trust and motivation among the team. Career growth no unless you are chinese"
112,51,bank islam,review_title,1,Good pay for OT,Good pay for OT
113,51,bank islam,review_body_text,1,Pros: staff mostly friendly.,Pros: staff mostly friendly. Good OT pay. Staff got a lot of AL Cons: Management. Messy SOP No career advancement Old equipment Hard to apply for AL even got alot of it
113,51,bank islam,review_body_text,2,Good OT pay.,Pros: staff mostly friendly. Good OT pay. Staff got a lot of AL Cons: Management. Messy SOP No career advancement Old equipment Hard to apply for AL even got alot of it
113,51,bank islam,review_body_text,3,Staff got a lot of AL,Pros: staff mostly friendly. Good OT pay. Staff got a lot of AL Cons: Management. Messy SOP No career advancement Old equipment Hard to apply for AL even got alot of it
113,51,bank islam,review_body_text,4,Cons: Management.,Pros: staff mostly friendly. Good OT pay. Staff got a lot of AL Cons: Management. Messy SOP No career advancement Old equipment Hard to apply for AL even got alot of it
113,51,bank islam,review_body_text,5,Messy SOP No career advancement Old equipment Hard to apply for AL even got alot of it,Pros: staff mostly friendly. Good OT pay. Staff got a lot of AL Cons: Management. Messy SOP No career advancement Old equipment Hard to apply for AL even got alot of it
114,52,Cimb-Group,review_title,1,"Kpi very strict, no work life balance","Kpi very strict, no work life balance"
115,52,Cimb-Group,review_body_text,1,"Kpi very strict, no work life balance, but is very good to learn a new things but your should depend by yourself because nobody will no help your because everyone is busy","Kpi very strict, no work life balance, but is very good to learn a new things but your should depend by yourself because nobody will no help your because everyone is busy"
116,53,Public-Bank-Berhad,review_title,1,Forget about life if u work in this company,Forget about life if u work in this company
117,53,Public-Bank-Berhad,review_body_text,1,"Place to look for experience only (1 - 2 years cap), dont mind if u being diaturb at weekend especially hire purchase dept.","Place to look for experience only (1 - 2 years cap), dont mind if u being diaturb at weekend especially hire purchase dept. long working hours n no wfh"
117,53,Public-Bank-Berhad,review_body_text,2,long working hours n no wfh,"Place to look for experience only (1 - 2 years cap), dont mind if u being diaturb at weekend especially hire purchase dept. long working hours n no wfh"
119,54,United Overseas Bank,review_title,1,Rights by you both to the staff and customer,Rights by you both to the staff and customer
120,54,United Overseas Bank,review_body_text,1,What is the best part of working at the company?,"What is the best part of working at the company? Comprehensive rewards and employee wellness. Employee recognition and culture. Learning, growth and inclusive culture What is the most stressful part about working at the company? As usual stress to get year enda target met. What is the work environment and culture like at the company? Rights by you, United-Work as one"
120,54,United Overseas Bank,review_body_text,2,Comprehensive rewards and employee wellness.,"What is the best part of working at the company? Comprehensive rewards and employee wellness. Employee recognition and culture. Learning, growth and inclusive culture What is the most stressful part about working at the company? As usual stress to get year enda target met. What is the work environment and culture like at the company? Rights by you, United-Work as one"
120,54,United Overseas Bank,review_body_text,3,Employee recognition and culture.,"What is the best part of working at the company? Comprehensive rewards and employee wellness. Employee recognition and culture. Learning, growth and inclusive culture What is the most stressful part about working at the company? As usual stress to get year enda target met. What is the work environment and culture like at the company? Rights by you, United-Work as one"
120,54,United Overseas Bank,review_body_text,4,"Learning, growth and inclusive culture What is the most stressful part about working at the company?","What is the best part of working at the company? Comprehensive rewards and employee wellness. Employee recognition and culture. Learning, growth and inclusive culture What is the most stressful part about working at the company? As usual stress to get year enda target met. What is the work environment and culture like at the company? Rights by you, United-Work as one"
120,54,United Overseas Bank,review_body_text,5,As usual stress to get year enda target met.,"What is the best part of working at the company? Comprehensive rewards and employee wellness. Employee recognition and culture. Learning, growth and inclusive culture What is the most stressful part about working at the company? As usual stress to get year enda target met. What is the work environment and culture like at the company? Rights by you, United-Work as one"
120,54,United Overseas Bank,review_body_text,6,What is the work environment and culture like at the company?,"What is the best part of working at the company? Comprehensive rewards and employee wellness. Employee recognition and culture. Learning, growth and inclusive culture What is the most stressful part about working at the company? As usual stress to get year enda target met. What is the work environment and culture like at the company? Rights by you, United-Work as one"
120,54,United Overseas Bank,review_body_text,7,"Rights by you, United-Work as one","What is the best part of working at the company? Comprehensive rewards and employee wellness. Employee recognition and culture. Learning, growth and inclusive culture What is the most stressful part about working at the company? As usual stress to get year enda target met. What is the work environment and culture like at the company? Rights by you, United-Work as one"
121,55,HSBC,review_title,1,Great collaborative culture,Great collaborative culture
122,55,HSBC,review_body_text,1,Good work life balance great compensation.,"Good work life balance great compensation. However, team is very lean, therefore it can be stressful at times and things are fast paced. Team mates are knowledgeable and helpful."
122,55,HSBC,review_body_text,2,"However, team is very lean, therefore it can be stressful at times and things are fast paced.","Good work life balance great compensation. However, team is very lean, therefore it can be stressful at times and things are fast paced. Team mates are knowledgeable and helpful."
122,55,HSBC,review_body_text,3,Team mates are knowledgeable and helpful.,"Good work life balance great compensation. However, team is very lean, therefore it can be stressful at times and things are fast paced. Team mates are knowledgeable and helpful."
124,56,bank islam,review_body_text,1,they really took a good care of their intern.,they really took a good care of their intern. computer provided allowance high and also have training to build intern knowledge to enter work enviroment
124,56,bank islam,review_body_text,2,computer provided allowance high and also have training to build intern knowledge to enter work enviroment,they really took a good care of their intern. computer provided allowance high and also have training to build intern knowledge to enter work enviroment
125,57,United Overseas Bank,review_title,1,It's a great place to work... but the supervisors...,It's a great place to work... but the supervisors...
126,57,United Overseas Bank,review_body_text,1,I worked here before and the work load is quite ok and bearable.,"I worked here before and the work load is quite ok and bearable. Only 'some' supervisor are really getting on your nerve... overall, it's a good place to work"
126,57,United Overseas Bank,review_body_text,2,"Only 'some' supervisor are really getting on your nerve... overall, it's a good place to work","I worked here before and the work load is quite ok and bearable. Only 'some' supervisor are really getting on your nerve... overall, it's a good place to work"
127,58,maybank,review_title,1,High kpi with fast pace,High kpi with fast pace
128,58,maybank,review_body_text,1,Need to achieve a high kpi with changing directions from upper management.,Need to achieve a high kpi with changing directions from upper management. Fast pace environment. Not supportive manager. However good environment and supportive team members
128,58,maybank,review_body_text,2,Fast pace environment.,Need to achieve a high kpi with changing directions from upper management. Fast pace environment. Not supportive manager. However good environment and supportive team members
128,58,maybank,review_body_text,3,Not supportive manager.,Need to achieve a high kpi with changing directions from upper management. Fast pace environment. Not supportive manager. However good environment and supportive team members
128,58,maybank,review_body_text,4,However good environment and supportive team members,Need to achieve a high kpi with changing directions from upper management. Fast pace environment. Not supportive manager. However good environment and supportive team members
129,59,maybank,review_title,1,"Everything is great here, can learn so many things but do not become protege or join programme","Everything is great here, can learn so many things but do not become protege or join programme"
130,59,maybank,review_body_text,1,Chances of you getting a job permanently is almost impossible.,Chances of you getting a job permanently is almost impossible. Please reconsider if you expecting to have stable career soon after graduation. In terms of learning and experience you might gain a lot but not appreciating protege or graduate lvl.
130,59,maybank,review_body_text,2,Please reconsider if you expecting to have stable career soon after graduation.,Chances of you getting a job permanently is almost impossible. Please reconsider if you expecting to have stable career soon after graduation. In terms of learning and experience you might gain a lot but not appreciating protege or graduate lvl.
130,59,maybank,review_body_text,3,In terms of learning and experience you might gain a lot but not appreciating protege or graduate lvl.,Chances of you getting a job permanently is almost impossible. Please reconsider if you expecting to have stable career soon after graduation. In terms of learning and experience you might gain a lot but not appreciating protege or graduate lvl.
131,60,United Overseas Bank,review_title,1,Benefit & environment,Benefit & environment
